iter,h,r,c,a
6553,1533,60,3465,9461
6554,1534,60,3467,9454
6555,1530,60,3466,9453
6556,1533,60,3465,9450
6557,1531,60,3465,9450
6558,1535,60,3465,9456
6559,1536,60,3467,9448
6560,1537,60,3464,9447
6561,1535,60,3465,9448
6562,1536,60,3463,9446
6563,1535,60,3463,9449
6564,1538,60,3467,9449
6565,1535,60,3468,9454
6566,1537,61,3468,9454
6567,1534,61,3464,9457
6568,1534,60,3464,9450
6569,1535,60,3461,9456
6570,1536,60,3458,9456
6571,1538,60,3461,9451
6572,1536,60,3461,9447
6573,1535,60,3461,9444
6574,1536,61,3463,9447
6575,1539,61,3467,9451
6576,1540,61,3465,9450
6577,1543,61,3464,9454
6578,1543,60,3462,9453
6579,1544,60,3462,9455
6580,1541,60,3465,9455
6581,1541,60,3462,9453
6582,1537,60,3461,9456
6583,1539,60,3460,9448
6584,1537,60,3452,9450
6585,1537,60,3459,9448
6586,1538,60,3456,9448
6587,1537,60,3455,9448
6588,1535,60,3455,9445
6589,1536,60,3454,9442
6590,1536,60,3455,9436
6591,1537,60,3455,9440
6592,1536,60,3456,9444
6593,1533,60,3456,9443
6594,1533,60,3457,9446
6595,1532,60,3457,9450
6596,1531,60,3457,9453
6597,1532,60,3455,9452
6598,1535,60,3454,9458
6599,1533,60,3453,9454
6600,1535,60,3454,9452
6601,1538,60,3454,9449
6602,1540,60,3454,9447
6603,1540,60,3458,9443
6604,1539,60,3458,9445
6605,1537,60,3459,9443
6606,1538,60,3459,9443
6607,1538,60,3460,9445
6608,1538,60,3461,9456
6609,1537,60,3462,9447
6610,1539,60,3461,9441
6611,1538,60,3462,9447
6612,1540,60,3465,9443
6613,1542,60,3465,9439
6614,1542,60,3463,9438
6615,1539,60,3462,9443
6616,1538,60,3461,9444
6617,1539,60,3460,9451
6618,1537,60,3460,9455
6619,1537,60,3462,9451
6620,1541,60,3462,9445
6621,1543,60,3462,9455
6622,1542,60,3461,9454
6623,1540,60,3463,9453
6624,1539,60,3462,9454
6625,1538,60,3460,9445
6626,1539,60,3461,9445
6627,1540,60,3462,9448
6628,1540,60,3462,9446
6629,1538,60,3463,9449
6630,1536,60,3464,9446
6631,1535,60,3464,9441
6632,1536,60,3464,9441
6633,1535,60,3465,9447
6634,1536,60,3466,9449
6635,1536,60,3469,9448
6636,1536,60,3470,9448
6637,1538,60,3470,9445
6638,1537,60,3466,9447
6639,1535,60,3466,9442
6640,1535,60,3470,9439
6641,1535,60,3468,9441
6642,1536,60,3466,9454
6643,1538,60,3464,9452
6644,1538,60,3464,9458
6645,1540,60,3463,9456
6646,1543,60,3464,9469
6647,1542,60,3464,9466
6648,1542,60,3467,9461
6649,1547,60,3466,9451
6650,1543,60,3469,9461
6651,1540,60,3470,9456
6652,1539,60,3467,9456
6653,1539,60,3467,9449
6654,1539,60,3467,9449
6655,1537,60,3468,9449
6656,1538,60,3466,9452
6657,1539,60,3466,9451
6658,1541,60,3467,9458
6659,1541,60,3466,9453
6660,1542,60,3467,9453
6661,1541,60,3467,9453
6662,1538,60,3466,9444
6663,1539,60,3465,9449
6664,1540,60,3467,9449
6665,1538,60,3468,9451
6666,1538,60,3465,9459
6667,1539,60,3467,9454
6668,1539,60,3467,9455
6669,1539,60,3467,9449
6670,1538,60,3469,9453
6671,1539,60,3468,9458
6672,1537,60,3467,9462
6673,1536,60,3470,9457
6674,1537,60,3470,9456
6675,1537,60,3472,9452
6676,1534,60,3474,9442
6677,1534,60,3475,9449
6678,1537,60,3473,9455
6679,1536,61,3474,9453
6680,1539,61,3475,9455
6681,1538,60,3474,9450
6682,1537,60,3471,9451
6683,1536,60,3473,9448
6684,1534,60,3474,9449
6685,1536,60,3473,9445
6686,1533,60,3473,9451
6687,1536,60,3475,9450
6688,1534,60,3476,9454
6689,1533,60,3475,9455
6690,1532,60,3474,9454
6691,1534,60,3470,9458
6692,1536,60,3471,9459
6693,1537,60,3471,9451
6694,1538,60,3473,9449
6695,1540,60,3476,9448
6696,1542,60,3475,9455
6697,1540,60,3476,9457
6698,1539,60,3473,9450
6699,1536,60,3473,9446
6700,1536,60,3473,9444
6701,1535,60,3471,9444
6702,1533,60,3468,9446
6703,1532,60,3469,9448
6704,1533,60,3469,9449
6705,1532,60,3468,9447
6706,1533,60,3469,9445
6707,1534,60,3469,9443
6708,1534,60,3470,9444
6709,1537,60,3471,9440
6710,1536,60,3472,9440
6711,1533,60,3471,9443
6712,1533,60,3470,9446
6713,1530,60,3468,9443
6714,1532,60,3469,9446
6715,1536,60,3470,9444
6716,1536,60,3469,9445
6717,1532,60,3468,9447
6718,1531,60,3470,9444
6719,1535,61,3471,9447
6720,1534,60,3472,9451
6721,1534,60,3467,9463
6722,1532,60,3471,9461
6723,1531,60,3469,9453
6724,1536,60,3469,9452
6725,1533,60,3468,9449
6726,1536,60,3467,9450
6727,1532,61,3466,9445
6728,1534,62,3466,9449
6729,1536,62,3467,9454
6730,1535,62,3467,9447
6731,1535,63,3467,9448
6732,1537,62,3467,9451
6733,1536,62,3467,9448
6734,1536,62,3467,9451
6735,1535,62,3465,9448
6736,1537,62,3464,9450
6737,1537,63,3467,9448
6738,1536,62,3466,9450
6739,1536,62,3465,9443
6740,1536,62,3468,9443
6741,1536,62,3467,9449
6742,1540,62,3468,9459
6743,1537,62,3467,9453
6744,1535,62,3466,9447
6745,1534,62,3467,9445
6746,1534,62,3468,9455
6747,1532,62,3469,9449
6748,1533,62,3467,9447
6749,1533,62,3468,9441
6750,1536,62,3465,9449
6751,1538,62,3465,9443
6752,1538,62,3464,9440
6753,1538,62,3465,9445
6754,1538,62,3466,9450
6755,1536,62,3468,9452
6756,1535,62,3468,9452
6757,1535,62,3467,9445
6758,1537,62,3468,9454
6759,1536,62,3468,9454
6760,1534,62,3467,9452
6761,1535,62,3466,9453
6762,1538,62,3464,9447
6763,1537,62,3466,9444
6764,1534,62,3466,9445
6765,1537,62,3467,9445
6766,1536,62,3468,9446
6767,1533,62,3465,9448
6768,1533,62,3461,9456
6769,1535,62,3459,9454
6770,1534,62,3462,9454
6771,1533,62,3462,9457
6772,1533,62,3463,9457
6773,1534,62,3467,9454
6774,1537,62,3466,9451
6775,1537,62,3465,9452
6776,1535,62,3465,9454
6777,1535,62,3467,9450
6778,1535,62,3464,9456
6779,1536,62,3463,9452
6780,1536,62,3464,9452
6781,1538,62,3463,9454
6782,1541,62,3460,9456
6783,1540,62,3459,9455
6784,1541,62,3456,9451
6785,1541,62,3459,9453
6786,1541,63,3459,9451
6787,1539,63,3460,9456
6788,1540,63,3458,9455
6789,1541,63,3460,9453
6790,1541,62,3459,9451
6791,1539,62,3461,9453
6792,1539,62,3463,9453
6793,1536,62,3462,9447
6794,1538,62,3462,9453
6795,1538,62,3464,9458
6796,1538,62,3466,9460
6797,1539,62,3465,9456
6798,1538,62,3467,9454
6799,1538,62,3466,9455
6800,1538,62,3466,9460
6801,1539,62,3468,9453
6802,1536,62,3464,9446
6803,1538,62,3465,9445
6804,1535,62,3464,9440
6805,1536,62,3464,9435
6806,1536,62,3462,9437
6807,1535,62,3461,9442
6808,1535,62,3460,9447
6809,1534,62,3459,9443
6810,1535,62,3459,9453
6811,1537,63,3462,9458
6812,1537,63,3461,9461
6813,1539,63,3464,9467
6814,1537,62,3463,9470
6815,1537,62,3465,9462
6816,1537,62,3467,9458
6817,1538,62,3464,9461
6818,1537,62,3465,9457
6819,1537,62,3465,9459
6820,1536,62,3464,9461
6821,1537,62,3466,9465
6822,1539,62,3463,9464
6823,1542,62,3465,9463
6824,1542,62,3463,9467
6825,1539,62,3463,9463
6826,1537,62,3462,9466
6827,1536,62,3461,9453
6828,1537,62,3466,9452
6829,1537,62,3462,9446
6830,1536,62,3463,9448
6831,1534,62,3464,9449
6832,1535,62,3465,9451
6833,1536,62,3467,9450
6834,1535,62,3464,9459
6835,1534,62,3461,9454
6836,1537,62,3461,9452
6837,1538,62,3463,9448
6838,1539,62,3462,9449
6839,1537,62,3464,9456
6840,1538,62,3464,9456
6841,1537,62,3464,9454
6842,1535,62,3466,9453
6843,1536,62,3466,9454
6844,1536,62,3465,9457
6845,1536,62,3466,9461
6846,1535,62,3468,9463
6847,1536,62,3468,9457
6848,1536,62,3469,9453
6849,1537,62,3470,9451
6850,1538,62,3470,9447
6851,1539,62,3469,9449
6852,1542,62,3466,9447
6853,1537,62,3467,9448
6854,1535,62,3464,9445
6855,1535,62,3462,9449
6856,1536,62,3467,9448
6857,1537,62,3467,9449
6858,1536,62,3467,9450
6859,1536,62,3467,9445
6860,1533,62,3467,9447
6861,1533,62,3467,9449
6862,1533,62,3466,9452
6863,1534,62,3464,9450
6864,1537,62,3463,9458
6865,1537,62,3465,9457
6866,1538,62,3465,9464
6867,1536,62,3462,9463
6868,1537,62,3464,9460
6869,1536,62,3466,9460
6870,1537,62,3466,9460
6871,1537,62,3463,9458
6872,1537,62,3467,9455
6873,1536,62,3469,9455
6874,1536,62,3470,9451
6875,1536,62,3473,9458
6876,1536,62,3474,9452
6877,1535,62,3474,9450
6878,1537,62,3472,9453
6879,1536,62,3473,9448
6880,1539,62,3473,9455
6881,1541,62,3472,9449
6882,1539,62,3471,9456
6883,1540,62,3471,9453
6884,1541,62,3471,9451
6885,1540,62,3471,9450
6886,1541,62,3470,9455
6887,1537,62,3471,9449
6888,1535,62,3472,9452
6889,1537,62,3473,9444
6890,1541,62,3473,9441
6891,1540,62,3475,9444
6892,1540,62,3473,9447
6893,1539,62,3472,9444
6894,1539,62,3470,9441
6895,1537,62,3470,9440
6896,1535,62,3469,9448
6897,1534,62,3472,9450
6898,1535,62,3472,9453
6899,1534,62,3474,9452
6900,1533,62,3473,9448
6901,1534,62,3473,9449
6902,1535,62,3472,9453
6903,1536,62,3469,9448
6904,1536,62,3466,9453
6905,1537,62,3462,9453
6906,1540,62,3463,9463
6907,1540,62,3457,9463
6908,1540,62,3459,9458
6909,1536,62,3459,9456
6910,1538,62,3460,9451
6911,1539,62,3460,9449
6912,1537,62,3457,9452
6913,1537,62,3456,9452
6914,1538,62,3457,9448
6915,1541,62,3459,9443
6916,1541,62,3460,9448
6917,1539,62,3461,9452
6918,1540,62,3458,9440
6919,1538,62,3459,9445
6920,1539,62,3461,9443
6921,1538,62,3460,9445
6922,1537,62,3460,9445
6923,1538,62,3461,9445
6924,1538,62,3459,9449
6925,1538,62,3458,9454
6926,1539,62,3456,9452
6927,1539,62,3454,9452
6928,1538,62,3456,9453
6929,1538,62,3454,9453
6930,1539,62,3454,9455
6931,1540,62,3455,9453
6932,1540,62,3457,9455
6933,1536,62,3459,9452
6934,1539,62,3457,9449
6935,1540,62,3458,9456
6936,1540,62,3458,9455
6937,1539,62,3461,9455
6938,1538,62,3459,9457
6939,1538,62,3459,9452
6940,1539,62,3460,9445
6941,1536,62,3458,9450
6942,1536,62,3459,9457
6943,1537,62,3459,9451
6944,1535,62,3460,9447
6945,1536,62,3460,9442
6946,1536,62,3460,9443
6947,1535,62,3459,9439
6948,1535,62,3460,9437
6949,1538,62,3458,9439
6950,1537,62,3458,9448
6951,1534,62,3463,9450
6952,1533,62,3463,9451
6953,1532,62,3461,9450
6954,1532,62,3465,9456
6955,1532,62,3466,9458
6956,1533,62,3464,9457
6957,1534,62,3464,9447
6958,1535,62,3463,9446
6959,1533,62,3464,9448
6960,1535,62,3459,9448
6961,1533,62,3460,9458
6962,1533,62,3460,9459
6963,1532,62,3465,9463
6964,1534,62,3466,9460
6965,1533,62,3465,9456
6966,1536,62,3465,9451
6967,1536,62,3464,9448
6968,1537,62,3466,9448
6969,1536,62,3465,9452
6970,1535,62,3466,9450
6971,1535,62,3466,9451
6972,1537,62,3467,9454
6973,1537,62,3470,9454
6974,1539,62,3468,9452
6975,1537,62,3467,9446
6976,1539,62,3467,9447
6977,1535,62,3466,9449
6978,1537,62,3468,9451
6979,1542,62,3470,9450
6980,1541,62,3469,9457
6981,1538,62,3471,9458
6982,1540,62,3473,9459
6983,1539,62,3471,9455
6984,1537,62,3473,9463
6985,1535,63,3468,9460
6986,1536,63,3469,9458
6987,1536,63,3468,9450
6988,1535,63,3470,9448
6989,1535,62,3470,9445
6990,1534,62,3467,9445
6991,1533,62,3467,9448
6992,1533,62,3468,9453
6993,1532,62,3470,9452
6994,1532,62,3468,9449
6995,1535,62,3472,9450
6996,1534,62,3472,9445
6997,1535,62,3472,9447
6998,1537,62,3471,9446
6999,1535,62,3471,9445
7000,1534,62,3472,9444
7001,1535,62,3475,9448
7002,1533,62,3475,9453
7003,1533,62,3476,9459
7004,1533,62,3475,9453
7005,1533,62,3473,9454
7006,1535,62,3475,9451
7007,1536,62,3474,9456
7008,1539,63,3475,9457
7009,1539,63,3474,9450
7010,1537,63,3476,9446
7011,1535,62,3479,9448
7012,1536,62,3478,9445
7013,1537,62,3477,9446
7014,1538,62,3480,9440
7015,1537,62,3479,9444
7016,1539,62,3480,9449
7017,1535,62,3480,9449
7018,1536,62,3481,9451
7019,1539,62,3480,9450
7020,1539,62,3479,9453
7021,1539,62,3479,9450
7022,1538,62,3478,9446
7023,1537,62,3475,9441
7024,1536,62,3478,9450
7025,1537,63,3477,9447
7026,1534,63,3476,9448
7027,1534,63,3477,9451
7028,1533,63,3478,9456
7029,1535,64,3475,9451
7030,1536,63,3472,9457
7031,1537,63,3472,9462
7032,1534,63,3473,9458
7033,1535,63,3473,9450
7034,1537,63,3472,9445
7035,1535,63,3471,9438
7036,1534,63,3471,9446
7037,1535,63,3474,9447
7038,1532,63,3476,9445
7039,1533,63,3474,9443
7040,1533,63,3474,9448
7041,1535,63,3472,9456
7042,1536,63,3468,9465
7043,1535,63,3470,9459
7044,1536,63,3469,9450
7045,1535,63,3470,9445
7046,1536,63,3470,9449
7047,1535,63,3471,9452
7048,1534,63,3468,9450
7049,1535,63,3466,9447
7050,1537,63,3467,9445
7051,1538,63,3467,9443
7052,1538,63,3470,9438
7053,1535,63,3469,9436
7054,1537,63,3468,9440
7055,1537,63,3468,9443
7056,1538,63,3468,9448
7057,1537,63,3470,9448
7058,1539,63,3469,9447
7059,1538,63,3467,9442
7060,1539,63,3473,9438
7061,1538,63,3470,9438
7062,1544,63,3467,9438
7063,1543,63,3468,9440
7064,1542,63,3469,9446
7065,1543,63,3470,9449
7066,1539,63,3467,9455
7067,1540,63,3468,9451
7068,1538,63,3466,9453
7069,1538,63,3466,9448
7070,1538,63,3465,9447
7071,1537,63,3464,9457
7072,1537,63,3464,9455
7073,1536,63,3464,9449
7074,1535,63,3465,9447
7075,1536,63,3465,9448
7076,1538,63,3465,9450
7077,1537,63,3462,9446
7078,1535,63,3466,9450
7079,1535,63,3465,9446
7080,1536,63,3468,9449
7081,1537,63,3467,9452
7082,1537,63,3467,9453
7083,1537,63,3466,9449
7084,1536,63,3465,9453
7085,1536,63,3463,9450
7086,1538,63,3463,9456
7087,1542,63,3461,9451
7088,1541,63,3457,9454
7089,1540,63,3462,9446
7090,1541,63,3460,9450
7091,1541,63,3460,9453
7092,1538,63,3462,9448
7093,1536,63,3463,9451
7094,1535,63,3460,9447
7095,1536,63,3461,9447
7096,1538,63,3461,9456
7097,1541,63,3459,9451
7098,1538,63,3458,9444
7099,1536,63,3460,9452
7100,1537,63,3462,9447
7101,1538,63,3461,9448
7102,1537,63,3460,9454
7103,1539,63,3460,9455
7104,1538,63,3459,9458
7105,1536,63,3462,9465
7106,1535,64,3459,9460
7107,1536,64,3462,9453
7108,1537,64,3466,9451
7109,1537,63,3465,9452
7110,1540,63,3468,9453
7111,1540,63,3468,9452
7112,1540,63,3465,9449
7113,1540,63,3467,9445
7114,1537,63,3468,9447
7115,1537,63,3468,9448
7116,1536,63,3467,9448
7117,1535,63,3467,9450
7118,1536,63,3466,9453
7119,1537,63,3466,9455
7120,1537,63,3466,9458
7121,1537,63,3463,9459
7122,1540,63,3463,9460
7123,1536,63,3464,9455
7124,1536,63,3463,9450
7125,1537,63,3466,9446
7126,1537,63,3466,9446
7127,1535,63,3468,9452
7128,1535,63,3467,9445
7129,1536,63,3467,9445
7130,1539,63,3466,9448
7131,1538,63,3466,9441
7132,1538,63,3465,9445
7133,1540,63,3467,9447
7134,1538,63,3466,9441
7135,1539,63,3467,9441
7136,1542,63,3469,9447
7137,1544,63,3468,9446
7138,1546,63,3467,9447
7139,1544,63,3467,9446
7140,1542,63,3466,9450
7141,1540,63,3462,9453
7142,1540,63,3465,9454
7143,1539,63,3467,9450
7144,1540,63,3469,9447
7145,1538,63,3470,9453
7146,1539,63,3470,9465
7147,1538,63,3470,9465
7148,1538,63,3471,9461
7149,1538,63,3472,9455
7150,1537,63,3469,9458
7151,1538,63,3470,9445
7152,1537,63,3470,9441
7153,1538,63,3470,9441
7154,1539,63,3470,9443
7155,1538,63,3471,9442
7156,1539,63,3471,9441
7157,1537,63,3471,9445
7158,1538,63,3471,9446
7159,1540,63,3472,9451
7160,1541,63,3471,9448
7161,1540,63,3473,9443
7162,1538,63,3476,9449
7163,1537,63,3475,9447
7164,1538,63,3473,9443
7165,1536,63,3474,9444
7166,1536,63,3474,9443
7167,1539,63,3476,9448
7168,1539,64,3474,9450
7169,1539,64,3475,9443
7170,1539,64,3475,9441
7171,1541,63,3475,9446
7172,1544,64,3476,9454
7173,1538,63,3475,9456
7174,1537,63,3475,9465
7175,1541,63,3474,9462
7176,1539,63,3475,9465
7177,1539,63,3476,9463
7178,1539,63,3478,9454
7179,1541,63,3476,9449
7180,1541,63,3472,9445
7181,1542,63,3474,9440
7182,1541,63,3474,9439
7183,1542,63,3473,9433
7184,1541,63,3472,9440
7185,1540,63,3471,9445
7186,1538,63,3473,9452
7187,1540,63,3473,9450
7188,1542,63,3474,9454
7189,1541,64,3471,9457
7190,1545,64,3473,9462
7191,1544,64,3471,9460
7192,1541,64,3469,9464
7193,1538,64,3471,9467
7194,1536,64,3473,9462
7195,1535,64,3471,9456
7196,1537,64,3469,9465
7197,1536,63,3469,9460
7198,1538,63,3472,9452
7199,1536,63,3471,9451
7200,1539,63,3472,9458
7201,1537,63,3473,9456
7202,1536,63,3470,9455
7203,1534,63,3467,9452
7204,1537,63,3466,9450
7205,1538,63,3469,9450
7206,1539,63,3468,9449
7207,1539,63,3467,9448
7208,1540,63,3466,9449
7209,1540,63,3469,9446
7210,1538,63,3469,9448
7211,1537,63,3470,9450
7212,1538,63,3466,9446
7213,1539,63,3468,9446
7214,1540,63,3466,9447
7215,1539,63,3466,9446
7216,1540,63,3466,9454
7217,1544,63,3465,9458
7218,1543,63,3465,9465
7219,1544,63,3464,9460
7220,1541,63,3465,9458
7221,1544,63,3464,9459
7222,1541,63,3466,9453
7223,1540,63,3468,9459
7224,1540,63,3467,9461
7225,1541,63,3465,9464
7226,1540,63,3465,9461
7227,1538,63,3464,9463
7228,1536,63,3465,9455
7229,1538,63,3464,9455
7230,1538,63,3464,9451
7231,1536,63,3463,9450
7232,1536,63,3463,9452
7233,1535,63,3464,9449
7234,1535,63,3463,9445
7235,1535,63,3464,9442
7236,1535,63,3466,9446
7237,1535,63,3467,9447
7238,1534,63,3467,9453
7239,1536,63,3464,9452
7240,1536,63,3464,9449
7241,1537,63,3463,9454
7242,1538,63,3464,9454
7243,1538,63,3465,9448
7244,1539,63,3461,9455
7245,1537,63,3463,9449
7246,1539,63,3464,9466
7247,1538,63,3464,9456
7248,1536,63,3467,9454
7249,1537,63,3466,9455
7250,1534,63,3466,9455
7251,1535,63,3467,9448
7252,1535,63,3465,9458
7253,1534,63,3465,9455
7254,1536,63,3464,9454
7255,1536,63,3467,9454
7256,1537,63,3470,9453
7257,1539,63,3471,9451
7258,1540,63,3467,9453
7259,1537,63,3468,9453
7260,1536,63,3468,9450
7261,1540,63,3466,9449
7262,1540,63,3466,9451
7263,1537,63,3464,9448
7264,1535,63,3463,9444
7265,1534,63,3465,9442
7266,1533,63,3467,9442
7267,1531,63,3464,9445
7268,1532,63,3467,9442
7269,1532,63,3471,9438
7270,1533,63,3472,9447
7271,1534,63,3469,9450
7272,1536,63,3468,9458
7273,1537,63,3466,9450
7274,1538,63,3464,9452
7275,1536,63,3468,9454
7276,1536,63,3468,9452
7277,1535,63,3470,9452
7278,1537,63,3470,9452
7279,1538,63,3471,9450
7280,1537,63,3471,9451
7281,1535,63,3472,9454
7282,1535,63,3471,9461
7283,1534,63,3468,9454
7284,1535,63,3469,9452
7285,1536,63,3468,9448
7286,1539,63,3466,9450
7287,1536,63,3467,9448
7288,1536,63,3467,9448
7289,1535,63,3465,9442
7290,1534,63,3467,9441
7291,1536,63,3465,9439
7292,1537,63,3464,9447
7293,1536,63,3467,9447
7294,1540,64,3468,9452
7295,1538,64,3467,9452
7296,1537,63,3467,9462
7297,1536,63,3470,9464
7298,1534,63,3473,9465
7299,1533,63,3471,9459
7300,1535,63,3474,9462
7301,1536,63,3472,9457
7302,1537,63,3477,9461
7303,1536,63,3477,9457
7304,1535,63,3478,9454
7305,1537,63,3476,9454
7306,1538,63,3475,9457
7307,1540,63,3476,9457
7308,1541,63,3476,9457
7309,1539,63,3477,9454
7310,1539,63,3476,9451
7311,1536,63,3476,9447
7312,1538,63,3473,9451
7313,1536,63,3473,9447
7314,1536,63,3471,9448
7315,1536,63,3470,9445
7316,1538,63,3470,9445
7317,1538,63,3470,9448
7318,1535,63,3470,9447
7319,1535,64,3471,9451
7320,1535,63,3473,9452
7321,1534,63,3468,9455
7322,1533,63,3471,9452
7323,1536,63,3471,9446
7324,1534,63,3470,9454
7325,1536,64,3471,9450
7326,1534,63,3468,9449
7327,1536,63,3466,9457
7328,1534,63,3465,9466
7329,1534,63,3468,9456
7330,1535,63,3468,9453
7331,1533,63,3471,9453
7332,1533,63,3470,9444
7333,1534,63,3469,9443
7334,1534,63,3471,9445
7335,1534,63,3471,9449
7336,1532,63,3471,9451
7337,1534,63,3470,9450
7338,1535,63,3465,9448
7339,1534,63,3471,9449
7340,1535,63,3467,9449
7341,1536,63,3467,9447
7342,1537,63,3466,9450
7343,1538,63,3466,9452
7344,1536,63,3467,9455
7345,1537,63,3468,9455
7346,1536,63,3468,9457
7347,1537,63,3466,9450
7348,1534,63,3463,9451
7349,1534,63,3463,9450
7350,1535,63,3463,9452
7351,1535,63,3463,9453
7352,1536,63,3461,9455
7353,1534,63,3462,9449
7354,1534,63,3465,9454
7355,1532,63,3462,9449
7356,1534,63,3464,9445
7357,1533,63,3461,9441
7358,1535,63,3462,9442
7359,1536,63,3461,9440
7360,1537,63,3461,9441
7361,1535,63,3458,9447
7362,1535,63,3464,9450
7363,1537,63,3462,9445
7364,1535,63,3462,9445
7365,1534,63,3460,9440
7366,1534,64,3461,9444
7367,1533,64,3460,9448
7368,1533,63,3461,9448
7369,1534,63,3463,9451
7370,1535,63,3463,9453
7371,1535,63,3462,9464
7372,1535,63,3463,9473
7373,1535,63,3463,9471
7374,1535,63,3464,9469
7375,1535,63,3468,9467
7376,1534,63,3469,9462
7377,1533,63,3470,9454
7378,1532,63,3472,9451
7379,1534,63,3475,9449
7380,1534,63,3482,9444
7381,1534,63,3486,9450
7382,1537,63,3488,9457
7383,1536,63,3490,9464
7384,1537,63,3490,9461
7385,1534,64,3490,9454
7386,1532,64,3492,9457
7387,1532,64,3491,9452
7388,1532,64,3495,9457
7389,1451,64,3444,9162
7390,1439,64,3438,9097
7391,1433,64,3432,9045
7392,1433,64,3430,9029
7393,1431,63,3424,9005
7394,1425,62,3421,8986
7395,1186,60,2991,7237
7396,1156,60,2917,6912
7397,1142,60,2859,6751
7398,1128,60,2836,6645
7399,1120,60,2808,6559
7400,1113,60,2788,6493
7401,1130,60,2843,6613
7402,1146,60,2880,6716
7403,1151,60,2913,6785
7404,1160,60,2944,6855
7405,1169,60,2967,6882
7406,1175,60,2991,6920
7407,1177,60,3007,6945
7408,1184,60,3025,6972
7409,1190,60,3039,6992
7410,1191,60,3051,7025
7411,1192,60,3069,7053
7412,1193,60,3084,7078
7413,1197,60,3097,7097
7414,1198,60,3104,7116
7415,1200,60,3117,7131
7416,1202,60,3132,7149
7417,1205,60,3141,7172
7418,1205,60,3151,7189
7419,1205,60,3159,7240
7420,1210,60,3163,7289
7421,1211,60,3177,7361
7422,1212,60,3184,7399
7423,1211,60,3188,7443
7424,1213,60,3196,7511
7425,1216,60,3205,7571
7426,1222,60,3211,7623
7427,1222,60,3218,7691
7428,1225,60,3226,7744
7429,1228,60,3232,7801
7430,1235,60,3240,7844
7431,1224,60,3215,7791
7432,1113,60,2885,6749
7433,1092,60,2772,6515
7434,59,43,94,76
7435,37,39,39,50
7436,38,35,29,48
7437,33,34,27,47
7438,32,34,27,45
7439,32,34,26,45
7440,32,34,25,45
7441,32,34,25,45
7442,32,34,24,45
7443,31,34,24,45
7444,31,34,24,45
7445,31,34,24,44
7446,31,34,24,44
7447,31,34,24,44
7448,31,34,24,44
7449,31,34,24,44
7450,31,34,24,44
7451,31,34,25,45
7452,31,34,25,45
7453,31,34,25,45
7454,31,34,25,45
7455,31,34,26,44
7456,31,34,26,45
7457,31,34,26,45
7458,31,34,26,45
7459,31,34,26,45
7460,31,34,27,46
7461,31,34,27,46
7462,31,34,27,46
7463,31,34,27,46
7464,31,34,28,46
7465,31,34,28,46
7466,31,34,28,47
7467,31,34,28,47
7468,31,34,29,47
7469,31,34,29,48
7470,31,34,29,49
7471,31,34,29,49
7472,31,34,29,51
7473,31,34,31,51
7474,31,34,31,52
7475,31,34,31,52
7476,31,34,31,54
7477,31,34,31,55
7478,31,34,31,56
7479,31,34,31,56
7480,31,34,31,56
7481,31,34,31,56
7482,31,34,31,57
7483,31,34,32,57
7484,31,34,32,58
7485,31,34,32,59
7486,31,34,32,60
7487,31,34,32,59
7488,31,34,32,59
7489,31,34,32,59
7490,31,34,32,59
7491,31,34,32,60
7492,31,34,32,62
7493,31,34,32,62
7494,31,34,32,63
7495,31,34,32,63
7496,31,34,32,64
7497,31,34,32,64
7498,31,34,32,64
7499,31,34,32,63
7500,31,34,32,63
7501,31,34,32,66
7502,31,34,32,67
7503,31,34,32,68
7504,31,34,32,68
7505,31,34,32,69
7506,31,34,32,72
7507,31,34,32,73
7508,31,34,32,73
7509,31,34,32,75
7510,30,34,32,77
7511,30,34,32,78
7512,30,34,32,79
7513,30,34,32,79
7514,30,34,32,79
7515,30,34,35,78
7516,30,34,35,78
7517,30,34,35,77
7518,30,34,35,78
7519,30,34,36,79
7520,30,34,36,80
7521,30,34,36,81
7522,30,34,36,81
7523,30,34,36,81
7524,30,34,36,83
7525,30,34,36,83
7526,30,34,36,83
7527,30,34,36,83
7528,30,34,36,84
7529,30,34,36,86
7530,30,34,36,88
7531,30,34,38,89
7532,30,34,38,91
7533,30,34,39,96
7534,30,34,40,97
7535,30,34,40,98
7536,30,34,40,102
7537,30,34,40,103
7538,30,34,40,103
7539,30,34,40,106
7540,30,34,40,107
7541,30,34,42,110
7542,30,34,42,111
7543,30,34,42,112
7544,30,34,42,115
7545,30,34,42,114
7546,30,34,42,115
7547,30,34,41,117
7548,30,34,41,119
7549,30,34,42,121
7550,30,34,42,123
7551,30,34,42,123
7552,30,34,44,123
7553,30,34,44,124
7554,30,34,44,125
7555,30,34,46,128
7556,30,34,46,130
7557,30,34,46,133
7558,30,34,46,138
7559,30,34,47,139
7560,30,34,48,142
7561,30,34,48,146
7562,30,34,48,151
7563,30,34,50,154
7564,30,34,51,157
7565,30,34,51,159
7566,30,34,51,163
7567,30,34,51,164
7568,30,34,52,166
7569,30,34,52,169
7570,30,34,52,173
7571,29,34,54,174
7572,29,34,56,177
7573,29,34,58,178
7574,29,34,59,179
7575,29,34,59,187
7576,29,34,59,188
7577,29,34,60,196
7578,29,34,62,200
7579,29,34,64,202
7580,29,34,65,207
7581,29,34,67,212
7582,29,34,69,215
7583,29,34,70,221
